"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 18, 2014","1,297.70","1,301.40","1,302.10","1,295.70","0.10K","-0.52%"
"Aug 15, 2014","1,304.50","1,311.70","1,312.80","1,292.00","0.20K","-0.72%"
"Aug 14, 2014","1,313.90","1,311.80","1,316.40","1,309.70","0.32K","0.08%"
"Aug 13, 2014","1,312.80","1,308.80","1,312.60","1,305.00","0.24K","0.31%"
"Aug 12, 2014","1,308.80","1,306.20","1,315.80","1,305.80","0.44K","0.02%"
"Aug 11, 2014","1,308.50","1,308.40","1,309.70","1,305.30","0.19K","-0.03%"
"Aug 08, 2014","1,308.90","1,310.80","1,322.10","1,308.00","0.59K","-0.14%"
"Aug 07, 2014","1,310.80","1,305.30","1,313.20","1,302.50","0.23K","0.31%"
"Aug 06, 2014","1,306.70","1,288.10","1,309.00","1,287.80","0.71K","1.77%"
"Aug 05, 2014","1,284.00","1,288.00","1,292.70","1,282.60","0.83K","-0.29%"
"Aug 04, 2014","1,287.70","1,294.40","1,295.00","1,285.90","0.92K","-0.46%"
"Aug 01, 2014","1,293.60","1,284.10","1,296.60","1,279.70","1.99K","0.96%"
"Jul 31, 2014","1,281.30","1,295.10","1,297.30","1,280.60","5.66K","-1.05%"
"Jul 30, 2014","1,294.90","1,298.60","1,303.00","1,291.00","36.19K","-0.26%"
"Jul 29, 2014","1,298.30","1,310.90","1,310.90","1,310.00","0.05K","-0.38%"
"Jul 28, 2014","1,303.30","1,307.40","1,308.00","1,304.30","0.05K","0.02%"
"Jul 25, 2014","1,303.10","1,294.80","1,294.80","1,294.80","0.01K","0.97%"
"Jul 24, 2014","1,290.60","1,297.50","1,297.50","1,297.50","0.00K","-1.07%"
"Jul 23, 2014","1,304.50","1,304.50","1,304.50","1,304.50","-","-0.12%"
"Jul 22, 2014","1,306.10","1,306.10","1,306.10","1,306.10","0.00K","-0.58%"
"Jul 21, 2014","1,313.70","1,311.00","1,315.50","1,311.00","0.02K","0.34%"
"Jul 18, 2014","1,309.20","1,322.70","1,322.70","1,306.20","0.03K","-0.57%"
"Jul 17, 2014","1,316.70","1,303.10","1,323.80","1,303.10","0.02K","1.32%"
"Jul 16, 2014","1,299.60","1,298.40","1,303.10","1,296.90","0.03K","0.21%"
"Jul 15, 2014","1,296.90","1,307.40","1,312.10","1,294.10","0.37K","-0.72%"
"Jul 14, 2014","1,306.30","1,332.80","1,332.80","1,304.70","0.10K","-2.30%"
"Jul 11, 2014","1,337.00","1,337.90","1,339.00","1,336.20","0.11K","-0.13%"
"Jul 10, 2014","1,338.70","1,330.50","1,343.70","1,328.00","0.03K","1.13%"
"Jul 09, 2014","1,323.80","1,324.00","1,330.40","1,324.00","0.02K","0.59%"
"Jul 08, 2014","1,316.00","1,318.40","1,323.50","1,316.00","0.01K","-0.04%"
"Jul 07, 2014","1,316.50","1,319.60","1,320.30","1,313.20","0.09K","-0.36%"
"Jul 04, 2014","1,321.30","1,321.10","1,324.00","1,319.60","-","0.07%"
"Jul 03, 2014","1,320.40","1,327.30","1,327.70","1,313.00","0.04K","-0.77%"
"Jul 02, 2014","1,330.70","1,326.80","1,330.70","1,326.80","0.23K","0.32%"
"Jul 01, 2014","1,326.40","1,326.70","1,331.40","1,326.20","0.05K","0.35%"
"Jun 30, 2014","1,321.80","1,315.30","1,328.70","1,311.80","0.74K","0.21%"
"Jun 27, 2014","1,319.00","1,317.40","1,320.90","1,313.30","0.63K","0.22%"
"Jun 26, 2014","1,316.10","1,319.60","1,319.60","1,312.40","0.59K","-0.46%"
"Jun 25, 2014","1,322.20","1,315.30","1,323.40","1,312.00","0.29K","0.10%"
"Jun 24, 2014","1,320.90","1,315.60","1,325.60","1,315.60","0.22K","0.22%"
"Jun 23, 2014","1,318.00","1,312.30","1,316.90","1,312.30","0.14K","0.14%"
"Jun 20, 2014","1,316.20","1,321.40","1,321.40","1,306.80","0.25K","0.19%"
"Jun 19, 2014","1,313.70","1,277.20","1,321.00","1,277.20","0.60K","3.25%"
"Jun 18, 2014","1,272.40","1,269.90","1,272.70","1,267.40","0.14K","0.06%"
"Jun 17, 2014","1,271.70","1,272.80","1,272.80","1,260.90","0.82K","-0.25%"
"Jun 16, 2014","1,274.90","1,279.80","1,283.50","1,270.80","0.33K","0.09%"
"Jun 13, 2014","1,273.70","1,272.50","1,274.70","1,271.30","0.15K","0.01%"
"Jun 12, 2014","1,273.60","1,260.00","1,274.50","1,260.00","0.13K","1.02%"
"Jun 11, 2014","1,260.80","1,259.90","1,264.40","1,259.10","0.13K","0.08%"
"Jun 10, 2014","1,259.80","1,252.40","1,262.30","1,251.00","1.01K","0.50%"
"Jun 09, 2014","1,253.50","1,252.70","1,256.10","1,251.80","0.10K","0.11%"
"Jun 06, 2014","1,252.10","1,253.40","1,256.60","1,246.30","0.38K","-0.07%"
"Jun 05, 2014","1,253.00","1,244.00","1,256.60","1,241.20","1.32K","0.72%"
"Jun 04, 2014","1,244.00","1,245.10","1,248.80","1,242.70","0.60K","-0.02%"
"Jun 03, 2014","1,244.30","1,244.10","1,247.50","1,240.50","0.65K","0.05%"
"Jun 02, 2014","1,243.70","1,250.00","1,250.70","1,240.90","0.77K","-0.15%"
"May 30, 2014","1,245.60","1,255.10","1,259.60","1,241.80","3.84K","-0.85%"
"May 29, 2014","1,256.30","1,258.30","1,260.60","1,250.90","38.05K","-0.24%"
"May 28, 2014","1,259.30","1,259.30","1,259.30","1,263.60","-","-0.48%"
"May 27, 2014","1,265.40","1,291.90","1,291.90","1,276.00","0.03K","-2.10%"
"May 26, 2014","1,292.50","1,291.60","1,294.40","1,291.40","-","0.06%"
"May 25, 2014","1,291.70","1,293.90","1,294.20","1,291.10","-","0.01%"
"May 23, 2014","1,291.60","1,293.20","1,293.40","1,293.20","0.00K","-0.25%"
"May 22, 2014","1,294.90","1,294.20","1,295.00","1,294.20","0.00K","0.54%"
"May 21, 2014","1,288.00","1,287.40","1,287.40","1,287.40","0.00K","-0.50%"
"May 20, 2014","1,294.50","1,290.70","1,290.70","1,290.10","0.01K","0.06%"
"May 19, 2014","1,293.70","1,293.70","1,293.70","1,293.70","0.04K","0.03%"
"May 16, 2014","1,293.30","1,293.30","1,293.30","1,293.30","0.01K","-0.02%"
"May 15, 2014","1,293.50","1,302.50","1,302.50","1,292.80","0.03K","-0.93%"
"May 14, 2014","1,305.70","1,292.80","1,306.90","1,292.80","0.03K","0.86%"
"May 13, 2014","1,294.60","1,295.50","1,295.50","1,292.00","0.02K","-0.08%"
"May 12, 2014","1,295.60","1,282.10","1,295.90","1,281.20","0.02K","0.64%"
"May 09, 2014","1,287.30","1,287.30","1,287.30","1,287.30","0.00K","-0.01%"
"May 08, 2014","1,287.40","1,291.50","1,291.50","1,285.50","0.07K","-0.09%"
"May 07, 2014","1,288.60","1,310.30","1,312.00","1,288.00","0.02K","-1.51%"
"May 06, 2014","1,308.30","1,309.40","1,309.40","1,306.90","0.01K","-0.05%"
"May 05, 2014","1,309.00","1,305.60","1,314.20","1,305.50","0.03K","0.49%"
"May 02, 2014","1,302.60","1,276.70","1,302.70","1,276.70","0.09K","1.52%"
"May 01, 2014","1,283.10","1,288.70","1,288.70","1,278.00","0.03K","-0.96%"
"Apr 30, 2014","1,295.60","1,296.00","1,296.50","1,286.60","0.18K","-0.03%"
"Apr 29, 2014","1,296.00","1,295.50","1,300.50","1,289.10","0.90K","-0.22%"
"Apr 28, 2014","1,298.90","1,305.40","1,305.40","1,293.00","0.06K","-0.14%"
"Apr 25, 2014","1,300.70","1,293.80","1,304.60","1,293.80","0.27K","0.79%"
"Apr 24, 2014","1,290.50","1,284.60","1,297.90","1,272.40","0.52K","0.49%"
"Apr 23, 2014","1,284.20","1,284.30","1,287.70","1,282.40","0.18K","0.28%"
"Apr 22, 2014","1,280.60","1,289.20","1,291.60","1,276.00","0.10K","-0.57%"
"Apr 21, 2014","1,288.00","1,290.00","1,299.20","1,283.70","0.10K","-0.42%"
"Apr 17, 2014","1,293.40","1,300.10","1,303.00","1,292.50","0.12K","-0.74%"
"Apr 16, 2014","1,303.10","1,302.70","1,304.00","1,295.00","0.18K","0.24%"
"Apr 15, 2014","1,300.00","1,322.70","1,322.70","1,291.50","0.24K","-2.05%"
"Apr 14, 2014","1,327.20","1,320.10","1,330.00","1,320.10","0.33K","0.64%"
"Apr 11, 2014","1,318.70","1,319.00","1,322.80","1,316.30","0.08K","-0.11%"
"Apr 10, 2014","1,320.10","1,311.80","1,323.80","1,311.20","0.13K","1.12%"
"Apr 09, 2014","1,305.50","1,309.50","1,313.60","1,301.10","0.19K","-0.24%"
"Apr 08, 2014","1,308.70","1,296.60","1,314.10","1,296.60","0.26K","0.82%"
"Apr 07, 2014","1,298.00","1,301.40","1,304.00","1,296.30","0.36K","-0.40%"
"Apr 04, 2014","1,303.20","1,285.50","1,306.10","1,284.40","0.98K","1.46%"
"Apr 03, 2014","1,284.40","1,290.80","1,293.60","1,282.70","0.78K","-0.47%"
"Apr 02, 2014","1,290.50","1,280.20","1,294.10","1,280.20","1.10K","0.85%"
"Apr 01, 2014","1,279.60","1,285.10","1,287.90","1,277.30","0.88K","-0.30%"
"Mar 31, 2014","1,283.40","1,294.30","1,298.80","1,282.40","4.12K","-0.80%"
"Mar 28, 2014","1,293.80","1,292.20","1,299.40","1,285.90","65.49K","-0.07%"
"Mar 27, 2014","1,294.70","1,294.70","1,294.70","1,294.70","-","-0.67%"
"Mar 26, 2014","1,303.40","1,315.20","1,315.20","1,311.80","0.00K","-0.61%"
"Mar 25, 2014","1,311.40","1,315.50","1,315.50","1,307.50","0.05K","0.02%"
"Mar 24, 2014","1,311.20","1,333.00","1,333.00","1,310.50","0.10K","-1.86%"
"Mar 21, 2014","1,336.00","1,339.10","1,339.10","1,335.00","0.00K","0.41%"
"Mar 20, 2014","1,330.50","1,333.70","1,333.70","1,325.80","0.07K","-0.81%"
"Mar 19, 2014","1,341.40","1,357.10","1,358.00","1,332.70","0.06K","-1.30%"
"Mar 18, 2014","1,359.00","1,359.30","1,361.80","1,353.40","0.04K","-1.01%"
"Mar 17, 2014","1,372.90","1,386.10","1,391.40","1,372.20","0.03K","-0.44%"
"Mar 14, 2014","1,379.00","1,376.10","1,386.60","1,369.80","0.09K","0.50%"
"Mar 13, 2014","1,372.20","1,366.80","1,374.50","1,366.50","0.02K","0.14%"
"Mar 12, 2014","1,370.30","1,349.10","1,370.50","1,348.70","0.06K","1.77%"
"Mar 11, 2014","1,346.50","1,340.00","1,352.40","1,338.10","0.05K","0.38%"
"Mar 10, 2014","1,341.40","1,336.00","1,344.70","1,330.50","0.10K","0.25%"
"Mar 07, 2014","1,338.10","1,349.50","1,352.70","1,329.20","0.10K","-1.01%"
"Mar 06, 2014","1,351.70","1,338.00","1,351.60","1,333.30","0.06K","0.86%"
"Mar 05, 2014","1,340.20","1,334.80","1,341.00","1,334.80","0.03K","0.18%"
"Mar 04, 2014","1,337.80","1,350.40","1,350.40","1,332.20","0.08K","-0.91%"
"Mar 03, 2014","1,350.10","1,335.90","1,354.10","1,332.90","0.23K","2.17%"
"Feb 28, 2014","1,321.40","1,329.80","1,332.60","1,321.10","0.24K","-0.77%"
"Feb 27, 2014","1,331.60","1,329.30","1,335.00","1,324.60","0.37K","0.26%"
"Feb 26, 2014","1,328.20","1,341.20","1,344.00","1,325.60","0.06K","-1.10%"
"Feb 25, 2014","1,343.00","1,336.40","1,343.90","1,333.10","0.29K","0.35%"
"Feb 24, 2014","1,338.30","1,324.30","1,339.00","1,321.40","0.09K","1.09%"
"Feb 21, 2014","1,323.90","1,320.00","1,328.30","1,317.40","0.17K","0.52%"
"Feb 20, 2014","1,317.10","1,310.70","1,323.50","1,309.60","0.12K","-0.27%"
"Feb 19, 2014","1,320.60","1,318.30","1,321.60","1,309.10","0.19K","-0.31%"
"Feb 18, 2014","1,324.70","1,322.90","1,330.60","1,313.90","0.37K","-0.29%"
"Feb 17, 2014","1,328.50","1,323.70","1,332.20","1,321.10","-","0.72%"
"Feb 14, 2014","1,319.00","1,301.70","1,320.70","1,301.50","0.31K","1.43%"
"Feb 13, 2014","1,300.40","1,293.30","1,303.50","1,287.50","0.88K","0.39%"
"Feb 12, 2014","1,295.30","1,290.50","1,296.20","1,285.50","0.14K","0.40%"
"Feb 11, 2014","1,290.10","1,274.00","1,292.00","1,273.80","0.56K","1.20%"
"Feb 10, 2014","1,274.80","1,269.60","1,277.30","1,265.70","0.74K","0.91%"
"Feb 07, 2014","1,263.30","1,258.30","1,271.40","1,257.90","0.44K","0.45%"
"Feb 06, 2014","1,257.60","1,258.00","1,267.00","1,253.50","0.27K","0.02%"
"Feb 05, 2014","1,257.30","1,254.00","1,273.70","1,253.10","1.62K","0.45%"
"Feb 04, 2014","1,251.70","1,258.40","1,260.70","1,247.80","1.75K","-0.69%"
"Feb 03, 2014","1,260.40","1,242.40","1,266.30","1,241.20","2.91K","1.64%"
"Jan 31, 2014","1,240.10","1,243.60","1,254.50","1,238.40","5.82K","-0.17%"
"Jan 30, 2014","1,242.20","1,267.00","1,267.70","1,237.50","45.28K","-1.58%"
"Jan 29, 2014","1,262.20","1,262.20","1,262.20","1,262.20","-","0.90%"
"Jan 28, 2014","1,251.00","1,257.90","1,258.40","1,257.90","0.02K","-1.00%"
"Jan 27, 2014","1,263.60","1,259.80","1,264.40","1,254.40","0.09K","-0.07%"
"Jan 24, 2014","1,264.50","1,258.30","1,269.40","1,258.30","0.04K","0.15%"
"Jan 23, 2014","1,262.60","1,235.20","1,264.20","1,235.20","0.04K","1.90%"
"Jan 22, 2014","1,239.00","1,241.70","1,242.00","1,240.10","0.06K","-0.27%"
"Jan 21, 2014","1,242.30","1,256.40","1,257.50","1,240.00","0.22K","-1.02%"
"Jan 20, 2014","1,255.10","1,255.70","1,257.90","1,253.10","-","0.27%"
"Jan 17, 2014","1,251.70","1,239.70","1,254.30","1,239.70","0.10K","0.94%"
"Jan 16, 2014","1,240.00","1,239.30","1,242.80","1,238.70","0.05K","0.15%"
"Jan 15, 2014","1,238.10","1,243.10","1,243.20","1,238.20","0.07K","-0.57%"
"Jan 14, 2014","1,245.20","1,251.00","1,251.30","1,242.00","0.04K","-0.46%"
"Jan 13, 2014","1,250.90","1,250.60","1,252.70","1,245.50","0.05K","0.34%"
"Jan 10, 2014","1,246.70","1,235.00","1,246.80","1,234.00","0.06K","1.42%"
"Jan 09, 2014","1,229.30","1,225.80","1,229.00","1,225.80","0.01K","0.33%"
"Jan 08, 2014","1,225.30","1,227.50","1,227.50","1,218.60","0.19K","-0.33%"
"Jan 07, 2014","1,229.40","1,239.30","1,242.40","1,226.00","0.07K","-0.68%"
"Jan 06, 2014","1,237.80","1,232.80","1,247.00","1,221.90","0.13K","-0.05%"
"Jan 03, 2014","1,238.40","1,221.70","1,239.00","1,221.70","0.14K","1.09%"
"Jan 02, 2014","1,225.00","1,204.30","1,227.30","1,204.30","0.21K","1.63%"
"Jan 01, 2014","1,205.40","1,203.60","1,205.40","1,202.80","-","0.29%"
"Dec 31, 2013","1,201.90","1,196.40","1,212.40","1,182.00","0.12K","-0.10%"
"Dec 30, 2013","1,203.10","1,215.00","1,215.50","1,194.40","0.35K","-1.07%"
"Dec 27, 2013","1,216.10","1,213.40","1,218.50","1,212.90","0.28K","0.16%"
"Dec 26, 2013","1,214.10","1,207.10","1,215.90","1,207.10","0.14K","0.75%"
"Dec 24, 2013","1,205.10","1,199.80","1,205.60","1,197.70","0.18K","0.56%"
"Dec 23, 2013","1,198.40","1,205.20","1,205.20","1,195.90","0.12K","-0.56%"
"Dec 20, 2013","1,205.10","1,190.90","1,207.80","1,190.90","0.20K","0.85%"
"Dec 19, 2013","1,195.00","1,226.60","1,226.60","1,188.70","0.12K","-3.32%"
"Dec 18, 2013","1,236.10","1,231.50","1,245.10","1,217.00","0.11K","0.40%"
"Dec 17, 2013","1,231.20","1,237.00","1,240.40","1,231.30","0.02K","-1.15%"
"Dec 16, 2013","1,245.50","1,238.40","1,250.60","1,228.90","0.24K","0.79%"
"Dec 13, 2013","1,235.70","1,226.70","1,239.00","1,222.20","0.45K","0.79%"
"Dec 12, 2013","1,226.00","1,253.50","1,255.40","1,225.90","0.61K","-2.58%"
"Dec 11, 2013","1,258.50","1,261.90","1,261.90","1,252.10","0.15K","-0.31%"
"Dec 10, 2013","1,262.40","1,239.00","1,267.00","1,239.00","0.88K","2.19%"
"Dec 09, 2013","1,235.30","1,230.20","1,243.20","1,229.00","0.35K","0.41%"
"Dec 06, 2013","1,230.30","1,228.70","1,242.00","1,213.00","1.03K","-0.24%"
"Dec 05, 2013","1,233.20","1,240.00","1,241.50","1,218.60","0.45K","-1.20%"
"Dec 04, 2013","1,248.20","1,225.10","1,250.40","1,212.90","1.82K","2.17%"
"Dec 03, 2013","1,221.70","1,219.20","1,225.70","1,215.60","1.93K","-0.05%"
"Dec 02, 2013","1,222.30","1,251.40","1,251.50","1,217.80","4.98K","-2.26%"
"Nov 29, 2013","1,250.60","1,237.80","1,254.50","1,233.70","9.20K","0.55%"
"Nov 28, 2013","1,243.80","1,237.90","1,245.30","1,236.20","-","0.48%"
"Nov 27, 2013","1,237.80","1,241.60","1,254.80","1,235.50","82.33K","-0.29%"
"Nov 26, 2013","1,241.40","1,243.00","1,243.00","1,243.00","0.00K","0.02%"
"Nov 25, 2013","1,241.10","1,231.10","1,240.70","1,229.00","0.02K","-0.23%"
"Nov 22, 2013","1,244.00","1,243.20","1,247.00","1,241.40","0.08K","0.04%"
"Nov 21, 2013","1,243.50","1,245.70","1,247.10","1,236.50","0.09K","-1.14%"
"Nov 20, 2013","1,257.90","1,269.00","1,269.00","1,241.90","0.12K","-1.22%"
"Nov 19, 2013","1,273.40","1,274.20","1,275.20","1,271.00","0.01K","0.09%"
"Nov 18, 2013","1,272.20","1,284.70","1,284.80","1,272.20","0.01K","-1.17%"
"Nov 15, 2013","1,287.30","1,287.70","1,288.50","1,281.50","0.02K","0.09%"
"Nov 14, 2013","1,286.20","1,280.20","1,293.30","1,278.10","0.03K","1.41%"
"Nov 13, 2013","1,268.30","1,274.00","1,280.50","1,271.10","0.02K","-0.22%"
"Nov 12, 2013","1,271.10","1,282.30","1,282.30","1,268.50","0.00K","-0.77%"
"Nov 11, 2013","1,281.00","1,281.60","1,281.80","1,281.00","0.01K","-0.27%"
"Nov 08, 2013","1,284.50","1,308.00","1,308.10","1,281.30","0.02K","-1.83%"
"Nov 07, 2013","1,308.40","1,323.60","1,323.60","1,298.00","0.13K","-0.71%"
"Nov 06, 2013","1,317.70","1,313.50","1,318.60","1,312.50","0.01K","0.74%"
"Nov 05, 2013","1,308.00","1,313.30","1,317.50","1,306.90","0.10K","-0.50%"
"Nov 04, 2013","1,314.60","1,314.60","1,320.50","1,312.10","0.04K","0.11%"
"Nov 01, 2013","1,313.10","1,325.70","1,325.70","1,308.00","0.02K","-0.79%"
"Oct 31, 2013","1,323.60","1,334.00","1,334.00","1,321.70","0.06K","-1.88%"
"Oct 30, 2013","1,349.00","1,340.80","1,355.80","1,335.60","0.04K","0.28%"
"Oct 29, 2013","1,345.20","1,359.60","1,359.70","1,359.60","0.01K","-0.50%"
"Oct 28, 2013","1,352.00","1,351.40","1,359.20","1,349.00","0.02K","-0.03%"
"Oct 25, 2013","1,352.40","1,346.20","1,353.00","1,346.20","0.02K","0.16%"
"Oct 24, 2013","1,350.20","1,334.50","1,350.10","1,334.50","0.02K","1.22%"
"Oct 23, 2013","1,333.90","1,331.90","1,333.40","1,331.90","0.01K","-0.64%"
"Oct 22, 2013","1,342.50","1,313.90","1,342.60","1,313.90","0.06K","2.04%"
"Oct 21, 2013","1,315.70","1,316.80","1,317.70","1,316.50","0.02K","0.10%"
"Oct 18, 2013","1,314.40","1,318.80","1,326.00","1,312.60","0.07K","-0.63%"
"Oct 17, 2013","1,322.70","1,307.00","1,320.80","1,307.00","0.07K","3.17%"
"Oct 16, 2013","1,282.00","1,282.80","1,284.00","1,269.20","0.09K","0.71%"
"Oct 15, 2013","1,273.00","1,270.50","1,284.80","1,254.10","0.21K","-0.27%"
"Oct 14, 2013","1,276.40","1,275.80","1,285.80","1,272.10","0.06K","0.66%"
"Oct 11, 2013","1,268.00","1,286.90","1,291.60","1,263.80","0.21K","-2.21%"
"Oct 10, 2013","1,296.60","1,303.40","1,310.80","1,285.00","0.09K","-0.79%"
"Oct 09, 2013","1,306.90","1,317.60","1,319.00","1,295.30","0.14K","-1.31%"
"Oct 08, 2013","1,324.20","1,326.50","1,330.00","1,321.20","0.06K","-0.05%"
"Oct 07, 2013","1,324.80","1,313.80","1,325.40","1,311.80","0.08K","1.15%"
"Oct 04, 2013","1,309.70","1,316.20","1,318.10","1,305.70","0.04K","-0.58%"
"Oct 03, 2013","1,317.40","1,312.00","1,319.50","1,302.50","0.22K","-0.24%"
"Oct 02, 2013","1,320.60","1,288.50","1,321.00","1,280.00","0.15K","2.69%"
"Oct 01, 2013","1,286.00","1,328.00","1,334.20","1,283.80","0.82K","-3.05%"
"Sep 30, 2013","1,326.50","1,345.80","1,350.90","1,322.00","0.60K","-0.89%"
"Sep 27, 2013","1,338.40","1,321.50","1,343.80","1,319.70","2.99K","1.12%"
"Sep 26, 2013","1,323.60","1,335.20","1,338.30","1,335.20","0.01K","-0.92%"
"Sep 25, 2013","1,335.90","1,322.70","1,335.30","1,322.70","0.05K","1.51%"
"Sep 24, 2013","1,316.00","1,321.20","1,324.90","1,309.40","0.06K","-0.82%"
"Sep 23, 2013","1,326.90","1,327.10","1,327.80","1,317.60","0.08K","-0.42%"
"Sep 20, 2013","1,332.50","1,347.50","1,347.50","1,330.70","0.00K","-2.69%"
"Sep 19, 2013","1,369.40","1,362.90","1,373.00","1,362.90","0.04K","4.71%"
"Sep 18, 2013","1,307.80","1,292.10","1,347.70","1,292.10","0.03K","-0.13%"
"Sep 17, 2013","1,309.50","1,313.00","1,313.10","1,310.20","0.02K","-0.64%"
"Sep 16, 2013","1,317.90","1,328.40","1,329.60","1,310.80","0.11K","0.73%"
"Sep 13, 2013","1,308.40","1,322.90","1,323.00","1,305.30","0.04K","-1.65%"
"Sep 12, 2013","1,330.40","1,360.00","1,360.00","1,322.40","0.12K","-2.46%"
"Sep 11, 2013","1,363.90","1,365.80","1,365.80","1,356.70","0.06K","-0.01%"
"Sep 10, 2013","1,364.10","1,377.50","1,377.50","1,357.60","0.02K","-1.64%"
"Sep 09, 2013","1,386.80","1,389.80","1,389.80","1,386.50","0.04K","0.01%"
"Sep 06, 2013","1,386.70","1,371.00","1,390.10","1,368.90","0.05K","0.99%"
"Sep 05, 2013","1,373.10","1,393.50","1,397.50","1,367.10","0.04K","-1.21%"
"Sep 04, 2013","1,389.90","1,413.00","1,413.00","1,387.10","0.10K","-1.57%"
"Sep 03, 2013","1,412.00","1,393.00","1,414.40","1,382.30","0.14K","1.31%"
"Sep 02, 2013","1,393.70","1,380.40","1,398.00","1,379.60","-","-0.17%"
"Aug 30, 2013","1,396.10","1,407.20","1,409.80","1,392.30","0.10K","-1.19%"
"Aug 29, 2013","1,412.90","1,417.40","1,417.40","1,404.50","0.38K","-0.43%"
"Aug 28, 2013","1,419.00","1,417.30","1,428.00","1,415.10","0.02K","-0.11%"
"Aug 27, 2013","1,420.60","1,403.80","1,421.10","1,398.70","0.40K","1.98%"
"Aug 26, 2013","1,393.00","1,398.60","1,403.00","1,391.30","0.20K","-0.19%"
"Aug 23, 2013","1,395.70","1,376.80","1,398.20","1,373.90","0.18K","1.79%"
"Aug 22, 2013","1,371.20","1,362.00","1,380.40","1,362.00","0.08K","0.04%"
"Aug 21, 2013","1,370.60","1,372.50","1,377.30","1,360.90","0.11K","-0.18%"
"Aug 20, 2013","1,373.10","1,355.00","1,377.00","1,355.00","0.12K","0.51%"
"Aug 19, 2013","1,366.20","1,379.00","1,384.40","1,363.90","0.14K","-0.40%"
"Aug 16, 2013","1,371.70","1,366.80","1,378.90","1,361.00","0.18K","0.74%"
"Aug 15, 2013","1,361.60","1,340.10","1,369.60","1,319.90","0.24K","2.07%"
"Aug 14, 2013","1,334.00","1,317.70","1,336.30","1,317.70","0.33K","0.97%"
"Aug 13, 2013","1,321.20","1,331.90","1,339.10","1,320.20","0.21K","-1.01%"
"Aug 12, 2013","1,334.70","1,317.20","1,342.40","1,317.20","0.31K","1.66%"
"Aug 09, 2013","1,312.90","1,315.10","1,315.80","1,306.70","0.45K","0.17%"
"Aug 08, 2013","1,310.70","1,283.90","1,312.80","1,283.70","0.48K","1.91%"
"Aug 07, 2013","1,286.10","1,282.50","1,288.40","1,274.00","0.99K","0.23%"
"Aug 06, 2013","1,283.20","1,303.00","1,305.90","1,279.30","1.31K","-1.49%"
"Aug 05, 2013","1,302.60","1,311.20","1,318.30","1,297.50","0.90K","-0.61%"
"Aug 02, 2013","1,310.60","1,306.70","1,317.60","1,283.00","1.45K","-0.03%"
"Aug 01, 2013","1,311.00","1,323.00","1,328.50","1,306.90","1.56K","-0.11%"
"Jul 31, 2013","1,312.40","1,325.50","1,338.40","1,304.90","6.25K","-0.88%"
"Jul 30, 2013","1,324.00","1,327.20","1,329.60","1,316.20","44.77K","-0.33%"
"Jul 29, 2013","1,328.40","1,328.40","1,328.40","1,328.40","0.00K","0.51%"
"Jul 26, 2013","1,321.70","1,326.50","1,326.50","1,322.40","0.07K","-0.55%"
"Jul 25, 2013","1,329.00","1,318.50","1,336.80","1,318.50","0.06K","0.70%"
"Jul 24, 2013","1,319.70","1,342.20","1,345.10","1,318.60","0.04K","-1.15%"
"Jul 23, 2013","1,335.10","1,334.80","1,342.30","1,327.90","0.01K","-0.10%"
"Jul 22, 2013","1,336.40","1,317.00","1,332.20","1,317.00","0.02K","3.33%"
"Jul 19, 2013","1,293.30","1,291.70","1,292.20","1,290.00","0.01K","0.68%"
"Jul 18, 2013","1,284.60","1,275.30","1,286.40","1,275.20","0.03K","0.52%"
"Jul 17, 2013","1,277.90","1,286.20","1,300.00","1,272.90","0.01K","-1.00%"
"Jul 16, 2013","1,290.80","1,279.40","1,291.40","1,279.40","0.01K","0.55%"
"Jul 15, 2013","1,283.80","1,292.10","1,292.40","1,281.60","0.02K","0.47%"
"Jul 12, 2013","1,277.80","1,282.30","1,282.30","1,273.30","0.01K","-0.18%"
"Jul 11, 2013","1,280.10","1,284.60","1,285.00","1,278.90","0.02K","2.62%"
"Jul 10, 2013","1,247.40","1,244.60","1,263.90","1,244.60","0.06K","0.12%"
"Jul 09, 2013","1,245.90","1,234.70","1,254.50","1,234.40","0.03K","0.89%"
"Jul 08, 2013","1,234.90","1,218.80","1,235.20","1,215.40","0.06K","1.81%"
"Jul 05, 2013","1,212.90","1,252.70","1,254.10","1,208.90","0.07K","-2.74%"
"Jul 04, 2013","1,247.05","1,254.55","1,256.15","1,244.45","-","-0.40%"
"Jul 03, 2013","1,252.10","1,243.80","1,258.20","1,240.30","0.02K","0.68%"
"Jul 02, 2013","1,243.60","1,254.10","1,266.30","1,241.20","0.11K","-0.98%"
"Jul 01, 2013","1,255.90","1,234.70","1,261.00","1,234.20","0.15K","2.62%"
"Jun 28, 2013","1,223.80","1,200.90","1,232.30","1,183.20","0.23K","1.02%"
"Jun 27, 2013","1,211.40","1,224.70","1,241.60","1,198.30","0.53K","-1.48%"
"Jun 26, 2013","1,229.60","1,273.90","1,273.90","1,228.80","0.37K","-3.55%"
"Jun 25, 2013","1,274.80","1,281.30","1,286.00","1,273.20","0.95K","-0.16%"
"Jun 24, 2013","1,276.80","1,297.30","1,297.30","1,275.70","0.32K","-1.15%"
"Jun 21, 2013","1,291.60","1,280.40","1,300.00","1,268.90","0.46K","0.44%"
"Jun 20, 2013","1,285.90","1,348.10","1,348.10","1,275.40","0.71K","-6.38%"
